registration,reg_country_prefix,aoc,aircraft_type_raw,aircraft_variant,aircraft_msn,wo_count,first_issue_date,last_issue_date,max_total_hours,max_total_cycles,top_station,distinct_stations,top_ata_chapter
9H-REG00190,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44730,39,2025-02-05,2026-09-12,31485.3,19336,MAD,19,33
9H-REG00172,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44718,36,2025-03-20,2026-08-11,30983.9,19608,CRL,14,33
9H-REG00025,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44734,34,2025-02-03,2026-08-04,30210.9,18619,STN,18,33
9H-REG00093,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44733,34,2025-01-08,2026-09-01,58103.0,33636,DUB,19,33
9H-REG00045,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,62326,33,2025-02-08,2026-09-12,17772.7,9237,DUB,14,33
9H-REG00057,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44829,33,2024-12-21,2026-08-27,25588.0,14239,EMA,25,33
9H-REG00163,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,62690,33,2006-02-07,2026-09-06,30957.7,19107,AGP,13,33
EI-REG00055,EI,Ryanair DAC (Ireland),B737-8,737-800,44848,32,2025-01-08,2026-08-25,24698.0,11793,OPO,16,33
9H-REG00066,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44834,32,2024-12-23,2026-07-28,25123.6,13919,VCE,20,33
SP-REG00105,SP,Buzz (Poland),B737-8,737-800,44826,32,2025-01-09,2026-09-08,26912.5,13894,BUD,13,33
9H-REG00029,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44762,30,2025-01-13,2026-09-02,28023.5,17550,STN,17,33
SP-REG00044,SP,Buzz (Poland),B737-8,737-800,44798,30,2025-02-03,2026-07-27,30213.8,13531,KTW,10,33
9H-REG00145,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44804,30,2025-01-20,2026-08-18,28043.9,14368,REG,19,33
9H-REG00061,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44727,29,2024-12-26,2026-08-29,31862.4,19809,MRS,15,33
SP-REG00148,SP,Buzz (Poland),B737-8,737-800,44736,29,2025-03-11,2026-09-11,31625.0,18308,KRK,14,33
9H-REG00250,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44731,29,2024-12-24,2026-08-11,31145.6,19305,STN,17,33
9H-REG00080,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,62332,28,2025-01-27,2026-07-05,17156.5,9225,DUB,14,33
9H-REG00108,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44716,28,2025-03-07,2026-08-24,31130.6,19485,MAD,17,33
9H-REG00286,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44724,28,2025-01-14,2026-08-27,31496.4,19403,STN,13,33
9H-REG00060,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,61580,27,2025-02-06,2026-09-01,31488.2,19606,CRL,13,33
9H-REG00140,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44735,27,2025-01-04,2026-08-16,31049.9,19288,MAD,17,33
EI-REG00153,EI,Ryanair DAC (Ireland),M73-82,737-8200,65888,27,2025-02-24,2026-09-01,17736.3,8087,EDI,13,33
9H-REG00213,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44721,27,2025-01-02,2026-09-08,31174.7,19052,DUB,15,33
9H-REG00214,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44742,27,2025-02-23,2026-08-21,30171.4,18977,DUB,14,33
9H-REG00047,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44717,26,2025-02-20,2026-09-05,31562.3,19687,STN,16,33
9H-REG00058,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44769,26,2025-01-10,2026-09-08,27948.8,17568,RAK,12,33
SP-REG00077,SP,Buzz (Poland),B737-8,737-800,44729,26,2025-01-01,2026-06-20,31511.9,18221,CGN,14,33
9H-REG00088,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,65877,26,2025-02-10,2026-09-06,18806.7,9938,STN,13,33
9H-REG00142,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44737,26,2025-01-03,2026-09-06,30890.0,19434,STN,15,33
9H-REG00166,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44813,26,2025-01-30,2026-09-08,26704.5,14814,FCO,18,33
9H-REG00199,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44752,26,2025-05-06,2026-09-13,29595.2,18657,AGP,11,33
SP-REG00216,SP,Buzz (Poland),B737-8,737-800,44841,26,2025-01-02,2026-08-25,25762.5,13414,WMI,8,33
9H-REG00262,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44764,26,2025-02-09,2026-08-26,28562.0,17843,DUB,17,33
G-REG00015,G,Ryanair UK (UK),B737-8,737-800,44690,25,2025-02-16,2026-02-12,37485.2,16711,STN,4,25
9H-REG00035,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44713,25,2025-01-08,2026-08-19,31927.7,19564,STN,16,33
9H-REG00068,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44753,25,2025-01-14,2026-09-10,29213.9,18027,STN,15,33
SP-REG00082,SP,Buzz (Poland),B737-8,737-800,44843,25,2024-12-23,2026-08-22,26162.7,13737,WMI,11,33
SP-REG00107,SP,Buzz (Poland),B737-8,737-800,44806,25,2025-04-02,2026-09-04,27780.9,14530,KRK,13,33
SP-REG00177,SP,Buzz (Poland),B737-8,737-800,44835,25,2025-01-25,2026-09-02,62647.8,37302,BTS,11,33
EI-REG00209,EI,Ryanair DAC (Ireland),B737-8,737-800,44853,25,2025-01-14,2026-09-07,25733.0,11819,AGP,11,33
9H-REG00246,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44772,25,2025-01-04,2026-08-08,27906.2,17111,MAN,15,33
SP-REG00323,SP,Buzz (Poland),B737-8,737-800,44840,25,2025-01-20,2026-09-09,25906.4,13635,BUD,9,33
9H-REG00508,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44768,25,2025-01-25,2026-09-11,28635.4,17487,STN,12,33
9H-REG00031,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44726,24,2025-02-04,2026-08-20,30889.0,19124,ARN,17,33
9H-REG00042,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44801,24,2025-01-04,2026-07-21,28078.5,13725,ALC,11,25
EI-REG00049,EI,Ryanair DAC (Ireland),B737-8,737-800,44851,24,2024-12-23,2026-08-05,24617.0,11559,LIS,12,33
EI-REG00257,EI,Ryanair DAC (Ireland),M73-82,737-8200,65880,24,2025-02-02,2026-08-21,17397.5,7526,OPO,12,33
9H-REG00018,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44819,23,2025-02-13,2026-08-30,26594.5,14519,BTS,13,33
9H-REG00023,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44773,23,2025-01-02,2026-05-26,27199.5,16504,DUB,16,25
9H-REG00051,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44744,23,2025-04-12,2026-08-03,30173.0,18794,SCQ,13,33
SP-REG00075,SP,Buzz (Poland),B737-8,737-800,44845,23,2025-05-03,2026-09-07,26347.2,13708,KRK,12,33
SP-REG00091,SP,Buzz (Poland),B737-8,737-800,44743,23,2024-12-22,2026-09-03,31682.2,18568,WMI,14,33
9H-REG00189,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44770,23,2025-01-22,2026-09-11,28459.2,17808,MAD,14,25
SP-REG00202,SP,Buzz (Poland),M73-82,737-8200,62318,23,2025-03-10,2026-09-09,18822.2,9387,KRK,10,33
9H-REG00252,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44811,23,2025-01-22,2026-08-09,25760.2,14308,CGN,14,33
9H-REG00283,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44715,23,2025-01-09,2026-09-04,31805.7,18073,VLC,15,33
SP-REG00289,SP,Buzz (Poland),M73-82,737-8200,62323,23,2025-02-02,2026-08-13,18548.9,9316,KRK,10,33
SP-REG00461,SP,Buzz (Poland),B737-8,737-800,44785,23,2025-01-01,2026-08-05,28156.6,15916,KRK,11,33
SP-REG00478,SP,Buzz (Poland),B737-8,737-800,44839,23,2025-01-16,2026-09-11,26485.0,13736,BUD,11,33
9H-REG00006,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44803,22,2025-05-20,2026-09-11,29197.0,13405,BGY,12,25
9H-REG00032,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44833,22,2025-01-11,2026-08-19,25088.8,13996,STN,13,33
EI-REG00073,EI,Ryanair DAC (Ireland),B737-8,737-800,44846,22,2024-12-16,2026-07-23,24976.4,11686,OPO,14,33
9H-REG00102,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44824,22,2025-01-28,2026-07-13,25886.5,14293,STN,13,33
SP-REG00117,SP,Buzz (Poland),B737-8,737-800,44842,22,2025-01-08,2026-08-20,25872.5,13498,POZ,9,33
9H-REG00121,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44711,22,2025-01-07,2026-08-12,30845.2,19298,STN,13,33
EI-REG00230,EI,Ryanair DAC (Ireland),B737-8,737-800,35034,22,2025-01-13,2026-08-23,48390.1,25182,BGY,16,25
9H-REG00239,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44712,22,2025-01-13,2026-09-11,31896.6,19937,BGY,13,33
9H-REG00241,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44760,22,2025-01-19,2026-09-07,28969.4,18062,ALC,13,33
EI-REG00249,EI,Ryanair DAC (Ireland),M73-82,737-8200,65879,22,2025-01-11,2026-06-17,19099.5,8207,STN,13,33
EI-REG00295,EI,Ryanair DAC (Ireland),B737-8,737-800,44852,22,2025-01-01,2026-08-27,24531.9,11914,OPO,13,33
EI-REG00298,EI,Ryanair DAC (Ireland),M73-82,737-8200,62330,22,2025-01-19,2026-09-10,20021.7,8793,LIS,11,25
9H-REG00385,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,62328,22,2025-01-30,2026-08-20,18666.8,9948,CRL,13,33
EI-REG00132,EI,Ryanair DAC (Ireland),M73-82,737-8200,67074,21,2024-12-27,2026-09-04,13769.5,6584,CRL,11,33
9H-REG00197,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44739,21,2024-12-21,2026-09-13,30845.1,18828,FKB,17,33
EI-REG00218,EI,Ryanair DAC (Ireland),B737-8,737-800,44855,21,2024-12-18,2026-09-03,24524.5,11753,LIS,9,33
9H-REG00219,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44838,21,2025-01-13,2026-09-09,25605.6,14034,RAK,13,25
EI-REG00254,EI,Ryanair DAC (Ireland),B737-8,737-800,44860,21,2025-01-22,2026-09-03,24489.0,11545,STN,10,33
9H-REG00284,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44765,21,2025-01-26,2026-08-02,27883.2,17415,BCN,16,33
SP-REG00288,SP,Buzz (Poland),B737-8,737-800,44786,21,2025-02-23,2026-08-14,28001.7,16160,BUD,10,33
SP-REG00305,SP,Buzz (Poland),M73-82,737-8200,62322,21,2025-01-02,2026-09-09,18114.3,9024,KRK,6,25
SP-REG00339,SP,Buzz (Poland),M73-82,737-8200,62336,21,2025-03-09,2026-09-04,17311.2,8541,KRK,7,33
SP-REG00368,SP,Buzz (Poland),M73-82,737-8200,62320,21,2025-02-11,2026-09-01,18054.1,9039,KRK,8,33
EI-REG00391,EI,Ryanair DAC (Ireland),B737-8,737-800,44857,21,2025-01-02,2026-08-04,24188.8,11305,OPO,9,33
9H-REG00408,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44820,21,2025-01-04,2026-09-10,25909.9,14218,ALC,14,33
EI-REG00423,EI,Ryanair DAC (Ireland),B737-8,737-800,44849,21,2025-01-23,2026-08-03,25015.6,11422,OPO,11,33
9H-REG00008,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44763,20,2024-12-24,2026-08-29,27859.8,17306,STN,12,33
9H-REG00048,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44709,20,2025-01-01,2026-09-11,33055.1,18749,BGY,10,72
9H-REG00071,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44793,20,2025-02-10,2026-08-08,26946.8,16883,NUE,15,33
9H-REG00084,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44800,20,2025-01-13,2026-07-30,28913.6,13500,MAN,12,25
G-REG00094,G,Ryanair UK (UK),B737-8,737-800,36575,20,2025-01-03,2026-03-07,58364.9,32512,STN,2,25
9H-REG00100,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44745,20,2025-01-22,2026-08-28,30600.5,18725,DUB,13,33
9H-REG00115,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44781,20,2025-02-11,2026-09-09,27622.6,17521,STN,11,25
9H-REG00135,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44722,20,2025-04-26,2026-09-05,31366.1,19556,VCE,13,33
SP-REG00137,SP,Buzz (Poland),B737-8,737-800,44775,20,2025-01-30,2026-09-06,28815.1,16306,TIA,12,33
9H-REG00174,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,65878,20,2025-01-23,2026-09-05,19164.8,9926,AGP,14,33
9H-REG00208,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,67090,20,2025-01-03,2026-07-01,9770.1,5015,ACE,11,33
9H-REG00280,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,65874,20,2025-04-02,2026-08-16,18828.2,9951,STN,12,33
9H-REG00357,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,65876,20,2025-02-20,2026-08-24,19229.0,9923,AGP,10,33
9H-REG00387,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,62331,20,2025-05-02,2026-09-06,17470.7,9324,CGN,14,33
EI-REG00397,EI,Ryanair DAC (Ireland),M73-82,737-8200,67080,20,2025-01-02,2026-08-08,12435.7,5721,LTN,14,33
EI-REG00421,EI,Ryanair DAC (Ireland),B737-8,737-800,44836,20,2025-01-18,2026-08-15,26292.8,12692,OPO,10,33
SP-REG00012,SP,Buzz (Poland),B737-8,737-800,44832,19,2024-12-30,2026-08-25,26088.5,13476,KRK,9,33
9H-REG00019,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,36075,19,2025-01-28,2026-08-30,59077.7,34629,DUB,11,38
EI-REG00039,EI,Ryanair DAC (Ireland),M73-82,737-8200,67104,19,2025-04-16,2026-09-08,8897.2,4341,PFO,10,33
EI-REG00056,EI,Ryanair DAC (Ireland),M73-82,737-8200,67110,19,2025-01-27,2026-09-01,10031.9,4854,BGY,12,25
9H-REG00081,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,62691,19,2025-01-18,2026-08-09,30799.6,19243,CRL,13,33
9H-REG00104,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44751,19,2025-03-06,2026-08-28,29078.8,18275,STN,10,33
9H-REG00120,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44725,19,2024-12-29,2026-08-21,31209.3,19193,DUB,13,33
EI-REG00123,EI,Ryanair DAC (Ireland),M73-82,737-8200,62355,19,2025-01-09,2026-08-16,11695.1,5472,MAD,10,33
G-REG00144,G,Ryanair UK (UK),B737-8,737-800,33618,19,2025-01-14,2026-03-30,59428.2,33697,STN,6,25
EI-REG00187,EI,Ryanair DAC (Ireland),M73-82,737-8200,62372,19,2024-12-23,2026-08-01,10129.7,4838,MAD,11,25
9H-REG00194,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44741,19,2025-02-02,2026-09-08,30826.6,19125,FMM,11,33
9H-REG00242,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44782,19,2025-01-21,2026-06-26,26224.4,16590,BGY,11,33
SP-REG00274,SP,Buzz (Poland),B737-8,737-800,44783,19,2025-02-26,2026-09-08,28435.0,16395,WRO,11,33
9H-REG00279,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,62303,19,2025-01-05,2026-09-03,17939.3,9564,FAO,13,33
9H-REG00313,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44696,19,2025-01-25,2026-08-31,35024.3,20563,BGY,11,25
9H-REG00350,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44714,19,2025-01-14,2026-08-30,32219.7,18355,STN,16,33
EI-REG00392,EI,Ryanair DAC (Ireland),M73-82,737-8200,62344,19,2025-01-01,2026-07-09,13519.4,6357,STN,13,33
9H-REG00394,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44720,19,2025-01-28,2026-08-22,31110.5,19511,CGN,12,33
9H-REG00398,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44815,19,2025-01-07,2026-04-20,25078.7,14072,DUB,13,33
EI-REG00413,EI,Ryanair DAC (Ireland),M73-82,737-8200,62352,19,2025-01-31,2026-06-14,12415.2,5831,EMA,13,33
9H-REG00434,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,62692,19,2025-01-18,2026-09-07,30567.9,19023,VCE,14,33
9H-REG00445,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44831,19,2025-02-21,2026-09-08,25972.0,14393,CFU,16,33
SP-REG00455,SP,Buzz (Poland),B737-8,737-800,44807,19,2025-01-14,2026-09-12,27490.4,14412,STN,11,33
SP-REG00548,SP,Buzz (Poland),B737-8,737-800,44746,19,2025-02-21,2026-06-13,29520.5,17081,KRK,12,33
9H-REG00559,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,62338,19,2025-01-07,2026-09-11,16782.8,9199,STN,14,33
EI-REG00085,EI,Ryanair DAC (Ireland),B737-8,737-800,33599,18,2025-01-19,2026-09-10,63092.3,37100,STN,10,25
9H-REG00097,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,65082,18,2025-01-03,2026-08-30,19079.9,10037,CPH,9,33
9H-REG00109,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44828,18,2025-01-02,2026-08-27,25986.6,14368,STN,12,33
9H-REG00128,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44719,18,2025-07-06,2026-08-28,31946.7,19655,CRL,13,33
EI-REG00150,EI,Ryanair DAC (Ireland),M73-82,737-8200,67095,18,2025-01-09,2026-07-20,10237.9,4785,MAD,12,33
9H-REG00184,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,65883,18,2025-04-16,2026-09-01,17723.8,9262,EMA,13,33
EI-REG00211,EI,Ryanair DAC (Ireland),M73-82,737-8200,62324,18,2025-01-11,2026-08-23,15098.1,7271,BGY,12,25
SP-REG00224,SP,Buzz (Poland),B737-8,737-800,44805,18,2025-02-22,2026-09-11,27904.2,14642,KRK,7,33
SP-REG00236,SP,Buzz (Poland),M73-82,737-8200,62319,18,2024-12-29,2026-07-15,17726.8,8808,KRK,10,25
EI-REG00263,EI,Ryanair DAC (Ireland),M73-82,737-8200,65085,18,2025-06-26,2026-09-13,17556.3,8273,EMA,15,33
9H-REG00355,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44728,18,2025-01-03,2026-09-04,31405.0,19588,MAD,13,33
9H-REG00365,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44823,18,2024-12-30,2026-06-01,25055.2,13643,STN,11,33
SP-REG00384,SP,Buzz (Poland),B737-8,737-800,44844,18,2025-04-01,2026-06-27,25531.3,13272,WMI,7,33
9H-REG00386,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44723,18,2025-02-09,2026-07-12,30664.5,19055,OPO,12,33
9H-REG00411,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44818,18,2025-01-03,2026-08-27,26090.8,14400,STN,10,33
EI-REG00471,EI,Ryanair DAC (Ireland),M73-82,737-8200,62301,18,2025-01-10,2026-09-10,20159.9,9035,ACE,12,33
SP-REG00473,SP,Buzz (Poland),B737-8,737-800,44738,18,2025-02-05,2026-09-11,32639.2,18622,KRK,12,33
9H-REG00534,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,65894,18,2025-03-15,2026-07-09,15151.8,7938,STN,13,33
9H-REG00565,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44802,18,2025-02-22,2026-08-26,28784.1,13816,DUB,10,33
9H-REG00030,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44740,17,2025-01-25,2026-09-11,30033.0,18865,FKB,10,33
EI-REG00070,EI,Ryanair DAC (Ireland),M73-82,737-8200,62356,17,2025-05-24,2026-09-07,11897.0,5657,CGN,12,33
EI-REG00154,EI,Ryanair DAC (Ireland),M73-82,737-8200,62354,17,2025-03-03,2026-09-13,13151.6,6320,FAO,10,25
9H-REG00161,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,61576,17,2025-02-09,2026-09-07,35155.8,20289,BGY,12,26
EI-REG00168,EI,Ryanair DAC (Ireland),M73-82,737-8200,67083,17,2025-02-08,2026-04-04,11419.9,5534,CGN,15,33
9H-REG00191,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,65882,17,2025-01-20,2026-09-10,17402.6,9290,PFO,13,33
SP-REG00200,SP,Buzz (Poland),B737-8,737-800,44776,17,2025-03-07,2026-09-06,28914.4,16691,BUD,8,33
EI-REG00260,EI,Ryanair DAC (Ireland),M73-82,737-8200,62329,17,2025-01-16,2026-08-23,16734.3,7684,FAO,12,33
EI-REG00261,EI,Ryanair DAC (Ireland),M73-82,737-8200,67116,17,2024-12-27,2026-09-07,7707.1,3361,EDI,14,33
9H-REG00303,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44692,17,2025-07-24,2026-08-17,35602.2,19909,ARN,13,25
EI-REG00362,EI,Ryanair DAC (Ireland),M73-82,737-8200,65892,17,2025-01-03,2026-08-30,17278.3,7911,STN,12,33
EI-REG00371,EI,Ryanair DAC (Ireland),M73-82,737-8200,67075,17,2025-03-12,2026-09-10,13542.7,6161,BER,10,33
EI-REG00388,EI,Ryanair DAC (Ireland),M73-82,737-8200,65081,17,2025-01-16,2026-08-01,16278.0,7750,LTN,12,25
SP-REG00419,SP,Buzz (Poland),M73-82,737-8200,62333,17,2025-01-18,2026-07-14,17123.0,8418,SOF,7,33
9H-REG00443,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44747,17,2025-01-07,2026-09-04,29437.4,17938,PMO,11,33
EI-REG00444,EI,Ryanair DAC (Ireland),M73-82,737-8200,62307,17,2025-02-20,2026-09-06,17243.1,8149,MAN,9,33
EI-REG00469,EI,Ryanair DAC (Ireland),B737-8,737-800,33637,17,2012-09-27,2026-08-02,59032.8,33828,STN,13,25
EI-REG00480,EI,Ryanair DAC (Ireland),M73-82,737-8200,65881,17,2025-01-03,2026-08-18,19491.4,8527,STN,10,33
EI-REG00488,EI,Ryanair DAC (Ireland),M73-82,737-8200,65076,17,2025-02-20,2026-09-02,18848.5,8589,STN,12,25
EI-REG00514,EI,Ryanair DAC (Ireland),M73-82,737-8200,65083,17,2025-02-18,2026-08-21,19286.5,8868,AGP,10,33
EI-REG00550,EI,Ryanair DAC (Ireland),B737-8,737-800,40313,17,2025-03-23,2026-08-25,45823.4,21024,MAD,13,25
EI-REG00566,EI,Ryanair DAC (Ireland),B737-8,737-800,40293,17,2018-09-08,2026-09-07,47243.9,22085,STN,11,25
G-REG00001,G,Ryanair UK (UK),B737-8,737-800,34177,16,2025-01-21,2026-03-19,63210.8,38013,STN,4,25
EI-REG00037,EI,Ryanair DAC (Ireland),B737-8,737-800,34993,16,2025-02-05,2026-08-03,45646.1,22730,STN,8,25
9H-REG00041,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,67105,16,2025-01-09,2026-07-19,9791.4,4733,STN,7,33
EI-REG00053,EI,Ryanair DAC (Ireland),B737-8,737-800,35035,16,2025-02-03,2026-06-22,44947.2,22972,BHX,13,23
9H-REG00076,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,65896,16,2025-03-01,2026-07-09,15400.9,8090,DUB,9,33
EI-REG00078,EI,Ryanair DAC (Ireland),B737-8,737-800,33806,16,2025-01-19,2026-07-22,67380.6,41150,STN,13,23
SP-REG00125,SP,Buzz (Poland),M73-82,737-8200,62304,16,2025-01-14,2026-09-08,17260.0,8737,KRK,6,33
EI-REG00134,EI,Ryanair DAC (Ireland),M73-82,737-8200,67076,16,2025-01-18,2026-08-01,12478.7,5817,ALC,11,25
EI-REG00138,EI,Ryanair DAC (Ireland),B737-8,737-800,44859,16,2025-05-26,2026-09-09,24786.0,11748,DUB,11,33
EI-REG00167,EI,Ryanair DAC (Ireland),M73-82,737-8200,65897,16,2025-02-18,2026-08-22,16235.1,7691,MRS,13,25
9H-REG00182,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44693,16,2025-02-27,2026-07-13,35362.8,19545,DUB,12,25
EI-REG00185,EI,Ryanair DAC (Ireland),M73-82,737-8200,65889,16,2025-02-02,2026-07-23,17464.5,7888,STN,10,33
SP-REG00186,SP,Buzz (Poland),B737-8,737-800,35015,16,2025-03-11,2026-07-19,55062.9,28603,BUD,13,25
9H-REG00222,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44830,16,2025-02-20,2026-08-31,25712.2,14476,BLQ,14,33
9H-REG00227,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,62343,16,2025-01-28,2026-08-29,13447.1,6973,PMI,12,33
9H-REG00264,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,67100,16,2024-11-15,2026-08-29,10252.8,4817,GOT,10,33
EI-REG00302,EI,Ryanair DAC (Ireland),M73-82,737-8200,62353,16,2025-05-02,2026-08-31,12968.6,6164,MLA,10,33
9H-REG00311,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44758,16,2025-02-27,2026-09-10,28782.6,17548,STN,9,33
9H-REG00322,9H,Malta Air / Lauda Europe (Malta),B737-8,737-800,44732,16,2025-05-09,2026-07-19,30232.8,19038,PSA,10,33
EI-REG00325,EI,Ryanair DAC (Ireland),M73-82,737-8200,62362,16,2025-01-07,2026-08-26,12364.9,5637,STN,9,25
SP-REG00340,SP,Buzz (Poland),M73-82,737-8200,62340,16,2025-02-20,2026-08-31,16540.5,8261,KRK,8,25
EI-REG00348,EI,Ryanair DAC (Ireland),B737-8,737-800,40303,16,2025-01-03,2026-08-12,47432.3,24592,BCN,13,25
EI-REG00354,EI,Ryanair DAC (Ireland),B737-8,737-800,44856,16,2025-01-07,2026-06-20,23867.3,11152,LIS,9,33
EI-REG00402,EI,Ryanair DAC (Ireland),M73-82,737-8200,65891,16,2024-12-25,2026-07-26,16604.6,7823,STN,12,33
EI-REG00440,EI,Ryanair DAC (Ireland),M73-82,737-8200,67089,16,2025-02-10,2026-08-21,10982.9,4992,STN,9,33
9H-REG00494,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,62334,16,2024-12-25,2026-09-12,17978.7,9712,MAN,11,33
9H-REG00530,9H,Malta Air / Lauda Europe (Malta),M73-82,737-8200,65885,16,2025-01-24,2026-08-18,17638.4,9402,STN,8,33
EI-REG00533,EI,Ryanair DAC (Ireland),B737-8,737-800,40320,16,2025-01-07,2026-09-08,43685.9,22091,STN,11,25
EI-REG00545,EI,Ryanair DAC (Ireland),M73-82,737-8200,62369,16,2025-01-09,2026-09-06,9974.5,4603,NRN,10,33
EI-REG00561,EI,Ryanair DAC (Ireland),B737-8,737-800,38489,16,2025-02-21,2026-08-18,52478.8,28387,STN,10,25
G-REG00564,G,Ryanair UK (UK),B737-8,737-800,44687,16,2018-04-24,2026-03-08,38679.8,17810,STN,4,25
