wo,ata,ac,pos,pn_off,sn_off,pn_on,sn_on,label,cert
42172356,25-32,M73-82,GALLEY 4,8201-11-0000-01,21-11-0164,8201-11-0000-01,15-12-37020,3631513,1125929
190323548,25-35,M73-82,GALLEY G4,62197-301-001,19-07-0268,62197-301-001,14-07-6899,3967672,1430757
190238250,33-00,B737-8,RH,45-0351-4,6356,45-0351-4,4851,3935751,PAV11180
40367612,25-00,B737-8,FWD,8201-11-0000-01,15-10-36730,8201-11-0000,05-11-21444,3980649,KAV1025030
190608341,26-00,B737-8,AFT,473597-5,SJA0920,473597-5,SJB0843,4054288,-13308050
26120781,33-00,B737-8,RH,45-0351-4,5509,45-0351-4,6971,3793342,1272239
190986337,25-00,B737-8,AFT RH,72184025,4001,72184025,N10030463044661,4062759,PAV12983
191312206,25-00,B737-8,AFTGALLY,72184025,4243,L13471-12MRYAN,9852089,4141614,PAV14043
55605282,33-00,B737-8,9 DEF,9651-35-0003,8025,9651-35-0003,15276,3736237,ARC134318
55638463,25-00,B737-8,FWDGALLY,62197-301-001,17-12-0412,62197-301-001,22-01-0389,3855865,WAV445
190173750,34-11,B737-8,RH,0851HT1,405383,0851HT2,475235,3979320,408422369
55070965,25-32,B737-8,FWDGALLY,72184025,N10100880044722,62197-301-001,21-11-0692,3746946,KAV1124037
55640718,38-11,B737-8,LAV E,SC4L500301-5,171187504-005,SC4L500301-5,171187504-005,4057154,E-5364200
41606460,33-00,B737-8,6DEF,9651-35-0002,50170,9651-35-0002,24891,4049795,164696
55441066,33-00,M73-82,9ABC,9651-35-0003,14918,9651-35-0003,18719,3352361,02994218
190239128,26-16,B737-8,AFT,473597-5,33607,473597-5,SJA4411,3930539,0000012706258
55691956,33-21,B737-8,22DEF,9651-35-0002,27514,9651-35-0002,74821,3944002,20109491
55463765,25-00,M73-82,FWD GALLEY,62197-301-001,23-06-0214,62197-301-001,16-02-0205,3855926,WAV443
190669931,25-00,B737-8,AFTGALLY,8201-11-0000,07-08-24014,8201-11-0000-01,19-06-0275,3953588,KAV0925003
190313816,25-35,M73-82,GALLEY 1 FWD,62197-301-001,23-04-0048,62197-301-001,22-05-0078,3962536,1426557
190722060,36-11,B737-8,#1,107484-7,16081,107484-7,12824,3918134,3719017
55388231,33-21,M73-82,23DEF,9651-35-0002,54335,9651-35-0002,19033,4206405,ARC176973
55662606,25-31,B737-8,GALLEY G4,72184025,2009,62197-301-001,21-02-0126,4025847,PAV12436
191505507,25-30,B737-8,AFTGALLY,8201-11-0000-01,17-11-39501,8201-11-0000-01,09-10-27606,4006383,KAV1125036
55454067,33-20,M73-82,19 DEF,9651-35-0002,69967,9651-35-0002,61163,4061335,20162281
190208696,36-11,B737-8,#2,107484-7,18522,107484-7,17548,3947183,3769629
55565201,36-00,B737-8,#1,107484-7,18060,107484-7,8967,3755306,70560
40189515,25-00,B737-8,GALLEY 4,72184025,4345,2607825-2,BH0231,3773145,552425156
190330038,25-00,M73-82,FWD GALLEY,62197-301-001,25-05-0361,62197-301-001,18-01-1106,3990285,PAV11926
190593694,25-00,B737-8,AFT,8201-11-0000,08-02-24827,8201-11-0000,08-02-24828,3532307,1025278
42182566,25-00,M73-82,FWD,62197-301-001,16-07-0236,62197-301-001,17-07-0388,3977133,WAV871
191353341,33-21,B737-8,6DEF,9651-35-0002,33168,9651-35-0002,65528,4072016,20166566
42131286,33-00,M73-82,22ABC,9651-35-0002,23458,9651-35-0002,21086,3964418,ARC156517
190234066,25-00,B737-8,AFTGALLY,8201-11-0000-01,15-12-37013,8201-11-0000,04-12-20645,3240862,L-3240862
191394868,33-21,B737-8,10DEF,9651-35-0004,6166,9651-35-0004,17641,4043412,ARC164126
40177672,38-32,B737-8,AFT LH,15800-358,36455,15800-358,20430,3819338,1108626
40177672,38-32,B737-8,LAV D,14330-230,18509,14330-230,LHTVV978,3897254,19935520
190716841,33-20,B737-8,CABIN,9651-35-0004,14027,9651-35-0004,18503,4053507,ARC165534
190581780,33-00,B737-8,31DEF,9651-35-0005,16533,9651-35-0005,51738,4072992,ARC166804
55313715,33-00,M73-82,CABIN,9651-35-0004,19311,9651-35-0004,21777,3316145,02884773
55287808,33-00,M73-82,CABIN,9651-35-0002,48950,9651-35-0002,35028,3979048,ARC158037
190709371,33-00,B737-8,25DEF,9651-35-0004,12726,9651-35-0004,14329,3990338,159124
190322440,72-00,M73-82,#2,2085M31G03,PAT6G266,2085M31G03,PAT1G369,3970512,RG62670-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G579,2085M31G03,PSDMH916,3970530,RF73997-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G269,2085M31G03,PAT4G314,3970515,RG60950-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G568,2085M31G03,PAT76J96,3970534,RF00052-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G270,2085M31G03,PAT1G364,3970540,RG62667-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G241,2085M31G03,PAT8C578,3970520,RE99999-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G265,2085M31G03,PSDMD800,3970522,RG51820-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G267,2085M31G03,PAT0C339,3970527,RF04253-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G580,2085M31G03,PAT8E391,3970524,RG54221-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G268,2085M31G03,PAT21F50,3970518,RF81257-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G567,2085M31G03,PAT9A866,3970528,RG54849-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G263,2085M31G03,PSDMH914,3970511,RF74042-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G759,2085M31G03,PAT1G329,3970536,RG62666-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G261,2085M31G03,PSDMH921,3970504,RF74001-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G760,2085M31G03,PAT62J71,3970532,RG54272-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G242,2085M31G03,PAT4G315,3970505,RG60949-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G262,2085M31G03,PSDMD196,3970507,RF86733-1
190322440,72-00,M73-82,#2,2085M31G03,PAT6G264,2085M31G03,PSDMF688,3970514,RF77413-1
55396863,33-21,M73-82,11 RH,9651-35-0004,17605,9651-35-0004,11643,3604802,121516
190461766,33-21,M73-82,10ABC,9651-35-0003,18575,9651-35-0003,15521,3843108,20093974-1.000
190461766,33-21,M73-82,5DEF,9651-35-0002,67084,9651-35-0002,30060,3879769,20100045
190461766,33-21,M73-82,22ABC,9651-35-0002,67074,9651-35-0002,53691,3880199,20099585
190043583,23-00,B737-8,FL DK,5145-1-82,13472,5145-1-82,13741,4136068,PAV13978
191385606,25-00,B737-8,FWDGALLY,72184025,N09120056044579,62197-301-001,21-03-0010,4180247,KAV0626019
55550177,33-21,B737-8,CABIN,9651-35-0002,55046,9651-35-0002,63022,4145577,20216655
190778408,38-00,B737-8,AFTGALLY,72184025,2019,72184025,N09030227044454,3728492,1219413
190143360,26-00,B737-8,FWD,473597-5,23537,473597-5,SJA4568,3878986,62891
42126074,25-32,M73-82,FWD,62197-301-001,21-11-0219,62197-301-001,21-11-0723,4012741,KAV1225052
980010560,25-00,M73-82,GALLEY G4,8201-11-0000,07-10-24282,8201-11-0000-01,17-02-38421,4158793,
106951807,72-00,,#1,340-001-038-0,PC425416,340-001-038-0,DM106982,4175135,R260506
106951807,72-00,,#1,340-001-038-0,PC587020,340-001-038-0,DM149824,4175650,R2605062
190406356,25-00,M73-82,FWD GALLEY,8201-11-0000,07-09-24234,8201-11-0000,07-09-24225,3985042,KAV0925028
190258657,33-00,B737-8,RH,45-0351-4,1946,45-0351-4,5193,3988208,PAV11910
191011765,25-00,B737-8,CABIN,72184025,4300,72184025,4162,4084500,WAV1200
55583903,38-00,B737-8,LAV E,SC4L500301-5,1218649C,SC4L500301-5,172211394-005,3745901,552679
55115484,25-32,B737-8,FWDGALLY,62197-301-001,17-07-0391,72184025,4075,3749354,1236799
190511464,25-00,B737-8,AFTGALLY,62197-301-001,19-04-0544,62197-301-001,16-06-0225,3851392,KAV0225041
190409331,33-21,M73-82,9 ABC,9651-35-0003,15342,9651-35-0003,9691,4121919,170374
55702969,25-00,B737-8,AFTGALLY,8201-11-0000-01,16-06-37691,8201-11-0000,04-01-19625,3824116,PAV10017
980008834,72-21,B737-8,#1,340-001-036-0,DM129550,340-001-038-0,DM117922,4132302,
191258749,25-00,M73-82,AFT GALLEY,62197-301-001,17-01-0339,62197-301-001,23-08-0330,4070378,SAV808-UK
191515330,25-31,B737-8,FWDGALLY,62197-301-001,18-01-1110,62197-301-001,17-07-0384,4214018,WAV1609
55377449,38-00,M73-82,LAV D,SC4L500301-5,170213885-007,SC4L500301-5,173163665-004,3907783,E-5850033
190289158,25-00,M73-82,GALLEY 4,62197-301-001,16-12-0304,62197-301-001,21-02-0154,3842087,WAV397
41987568,26-00,B737-8,AFT,473597-5,SJB0891,473597-5,SJA7324,3766708,60875
190310793,33-00,M73-82,CABIN,9651-35-0002,56576,9651-35-0002,49376,3869381,ARC147031
190730157,33-00,B737-8,23ABC,9651-35-0002,23028,9651-35-0002,44959,3976094,20113364
190064691,26-16,B737-8,AFT,473597-5,24555A,473597-5,67637,4153678,13726833
190301807,25-30,M73-82,GALLEY G4,62197-301-001,15-12-0156,62197-301-001,14-12-7215,3867829,1338090
190567768,25-00,B737-8,AFTGALLY,72184025,4201,72184025,3050,3986159,PAV11889
190330015,25-00,M73-82,FWD,8201-11-0000,07-10-24285,8201-11-0000-01,21-06-0270,3835624,PAV10178
55487443,33-00,M73-82,7 ABC,9651-35-0002,62189,9651-35-0002,24496,3799452,ARC139476
190566399,23-00,B737-8,AFT,285W0024-1B,F49710,285W0024-1B,F63417,4022607,10931
55610558,33-20,B737-8,21DEF,9651-35-0002,54180,9651-35-0002,23098,3770487,137838
190703914,33-00,B737-8,7DEF,9651-35-0002,25666,9651-35-0002,24890,3950818,25.652
190673919,23-40,B737-8,CABIN,285W0024-1B,D21410,285W0024-1B,D22239,4117250,169903
41579973,33-21,B737-8,25ABC,9651-35-0004,6213,9651-35-0004,19273,3733308,20077658
190447291,25-32,M73-82,GALLEY 4,8201-11-0000-01,10-02-28215,8201-11-0000-01,09-02-26573,4147702,KAV0226036
55694175,72-00,B737-8,#1,340-001-038-0,PA002122,340-001-038-0,DE806231,4215764,R26072811001
55694175,72-00,B737-8,#1,340-001-039-0,DB187137,340-001-038-0,DM167137,4215682,R26072809001
104781329,33-42,B737-8,RH,72605363-1,5770,72605363-1,0277,3956073,354296230
190987723,25-00,B737-8,AFT,62197-301-001,17-01-0358,62197-301-001,16-11-0283,4226063,WAV1586
42146510,25-30,M73-82,GALLEY G4,62197-301-001,17-11-0435,62197-301-001,17-12-0414,3763991,1401
190333627,25-32,M73-82,FWD GALLEY,8201-11-0000-01,22-02-0654,8201-11-0000-01,23-06-0152,3452462,S23/2802H-1
55652987,23-00,B737-8,F/O,5145-1-82,13984,5145-1-82,15196,3807443,PAV9736
190574941,23-00,B737-8,AFT,285W0024-1B,F53016,285W0024-1M,F51229,3986436,158588
190225068,25-00,B737-8,AFT,62197-301-001,17-12-0457,72184025,4019,3925347,PAV11096
55359691,25-00,M73-82,GALLEY G4,8201-11-0000-01,21-01-0236,8201-11-0000,08-02-24826,3245614,AV0750
191420486,72-00,B737-8,#2,340-001-038-0,DM042524,340-001-036-0,PF525469,4232538,52-00
191420486,72-00,B737-8,#2,340-001-038-0,DD863226,340-001-036-0,PF526132,4232541,50_00
190669843,25-00,B737-8,FWDGALLY,62197-301-001,23-04-0050,62197-301-001,23-05-0340,4030335,KAV1225054
190311278,33-21,M73-82,#26 RH,9651-35-0004,19216,9651-35-0004,24410,3926046,20106396
191382523,26-16,B737-8,AFT,473597-5,SJA9772,473597-5,SJA9898,4230404,R554272-66629
190160780,26-00,B737-8,AFT,473597-5,45579,473597-5,48180,3911926,63360
191048633,23-42,B737-8,CABIN,285W0024-1B,F60089,285W0024-23B,F64023,4172019,EASA0017429
190546485,25-00,B737-8,FWD GALLEY,62197-301-001,17-11-0441,62197-301-001,18-06-0114,3903307,1370013
190232503,33-00,B737-8,#2,45-0351-4,5710,45-0351-6,8262,3896700,1363058
191354869,36-00,B737-8,#1,107484-7,20654,107484-7,9805,4219427,356566664
55563032,25-35,B737-8,FWDGALLY,72184025,N10090461044715,72184025,N09070388044559,3687131,1180084
190015928,25-33,B737-8,FWDGALLY,62197-301-001,21-11-0225,72184025,N09070398044569,3639918,1127005
190508170,25-00,B737-8,FWDGALLY,62197-301-001,14-09-7012,72184025,N10020406044656,4072523,WAV1195
190554722,25-36,B737-8,AFTGALLY,8201-11-0000,08-02-24820,8201-11-0000,07-10-24304,3926104,KAV0725031
190701768,25-00,B737-8,AFTGALLY,8201-11-0000,07-02-23329,8201-11-0000,08-07-25654,3977183,PAV11762
190284637,25-00,M73-82,FWD,62197-301-001,19-07-0269,62197-301-001,14-09-7020,3851375,KAV0225046
190204490,26-00,B737-8,AFT,473597-5,23599A,473597-5,SJA9783,4202961,13917973
190368191,73-00,M73-82,#1,2085M31G03,PSDMF495,2085M31G03,PSDNK222,3957681,TCA25A-00705
190368191,73-00,M73-82,#1,2085M31G03,PAT25E49,2085M31G03,PSDNK224,3957685,TCA25A-00707
190368191,73-00,M73-82,#1,2085M31G03,PSDMF333,2085M31G03,PSDNK219,3957677,TCA25A-00702
190368191,73-00,M73-82,#1,2085M31G03,PAT13J84,2085M31G03,PSDNJ948,3955206,NAB25A-02017
190368191,73-00,M73-82,#1,2085M31G03,PAT19R18,2085M31G03,PSDNK226,3957689,TCA25A-00709
190368191,73-00,M73-82,#1,2085M31G03,PAT92C68,2085M31G03,PSDNK221,3957679,TCA25A-00704
190368191,73-00,M73-82,#1,2085M31G03,PAT14A88,2085M31G03,PSDNK220,3957678,TCA25A-00703
190368191,73-00,M73-82,#1,2085M31G03,PSDMD274,2085M31G03,PSDNJ953,3955226,NAB25A-02022
190368191,73-00,M73-82,#1,2085M31G03,PAT21F61,2085M31G03,PSDNK225,3957686,TCA25A-00708
190368191,73-00,M73-82,#1,2085M31G03,PSDKR263,2085M31G03,PSDNK218,3957672,TCA25A-00701
190368191,73-00,M73-82,#1,2085M31G03,PAT09R13,2085M31G03,PSDNK223,3957683,TCA25A-00706
190368191,73-00,M73-82,#1,2085M31G03,PAT15R35,2085M31G03,PSDNJ952,3955223,NAB25A-02021
190368191,73-00,M73-82,#1,2085M31G03,PAT38F81,2085M31G03,PSDNJ947,3955203,NAB25A-02016
190368191,73-00,M73-82,#1,2085M31G03,PAT85C98,2085M31G03,PSDNJ951,3955222,NAB25A-02020
190368191,73-00,M73-82,#1,2085M31G03,PAT19F68,2085M31G03,PSDNJ946,3955200,NAB25A-02015
190368191,73-00,M73-82,#1,2085M31G03,PAT14T92,2085M31G03,PAT45J78,3949545,RE98050-1
190368191,73-00,M73-82,#1,2085M31G03,PAT17E77,2085M31G03,PSDNJ949,3955212,NAB25A-02018
190368191,73-00,M73-82,#1,2085M31G03,PAT04F93,2085M31G03,PSDNJ945,3955196,NAB25A-02014
55456648,33-00,M73-82,CAB,9651-35-0002,48158,9651-35-0002,62983,3829162,411-1.000
191272014,33-00,M73-82,26DEF,9651-35-0004,15966,9651-35-0004,6749,3949944,ARC154964
55115103,25-31,B737-8,AFTGALLY,62197-301-001,22-01-0396,72184025,N10040454044699,3761398,SAV414
55404218,33-00,M73-82,CAB,9651-35-0002,71276,9651-35-0002,19773,3818869,ARC142142
55441736,25-31,M73-82,AFTGALLEYAFT,62197-301-001,19-07-0273,62197-301-001,19-07-1229,3818871,KAV0225039
55672690,25-31,B737-8,AFTGALLY,62197-301-001,21-02-0165,62197-301-001,25-04-0412,4124605,WAV1369
190034466,23-00,B737-8,FL DK,5145-1-82,19825,5145-1-82,12854,4139198,PAV14002
190625713,38-00,B737-8,LAV A,14330-230,39285,14330-230,19340,4082433,1192783
191069830,25-00,B737-8,FWD,62197-301-001,19-04-0028,62197-301-001,17-01-0356,4199216,WAV1559
55159382,33-00,B737-8,RH,45-0351-4,6935,45-0351-4,5509,3753778,1238818
190030873,38-00,B737-8,AFTGALLY,72184025,4423,72184025,N10100892044734,3781705,WAV199
41983314,25-00,B737-8,FWDGALLY,8201-11-0000-01,17-07-39065,8201-11-0000-01,21-01-0271,3735181,PAV8620
55204088,26-00,B737-8,AFT,473597-5,45614,473597-5,48886,3796672,61527
105247488,33-00,B737-8,25 RH,9651-35-0004,18162,9651-35-0004,12013,4001719,60043
190729617,25-31,B737-8,FWDGALLY,72184025,N11070864044806,72184025,N12021006044829,4081245,KAV0326047
55723225,33-21,B737-8,18 RH,9651-35-0002,54990,9651-35-0002,30166,3794355,138660
191428907,33-20,B737-8,18 DEF,9651-35-0002,46972,9651-35-0002,24986,4096572,ARC168624
55603092,33-00,B737-8,30 ABC,9651-35-0005,16146,9651-35-0005,47520,3920567,ARC152018
55603092,33-00,B737-8,LH,9651-35-0005,25497,9651-35-0005,46592,3883347,20100249
55513377,34-11,B737-8,CAPT,0851HT1,402265,0851HT2,458900,3631773,42762
190449537,25-31,M73-82,001 FWD GALLEY,62197-301-001,17-01-0337,62197-301-001,18-01-1111,4177059,PAV14414
191126157,33-00,M73-82,14,9651-35-0005,49490,9651-35-0005,18235,4173828,ARC173939
55381060,25-32,M73-82,001 FWD GALLEY,62197-301-001,16-02-0215,62197-301-001,16-08-0250,3851047,1323939
55305985,23-00,M73-82,AFT CAB,285W0024-1B,F52034,285W0024-1B,F53016,3740345,135012
190566711,25-32,B737-8,AFTGALLY,62197-301-001,17-12-0468,62197-301-001,22-11-0538,3946671,1410527
190318431,25-00,M73-82,GALLEY 4,62197-301-001,22-12-0122,62197-301-001,19-04-0538,3858710,KAV0425025
190574105,33-42,B737-8,RH,45-0351-4,3480,45-0351-4,5547,4027003,PAV12452
190402345,33-21,M73-82,CABIN,9651-35-0005,60635,9651-35-0005,16999,4210607,ARC177638
42123080,73-00,M73-82,#1,2085M31G03,PAT0H764,2085M31G03,PAT4C418,3849577,RF64952-1
42123080,73-00,M73-82,#1,2085M31G03,PAT0H762,2085M31G03,PAT4C475,3851612,RF66928-1
42062268,33-00,B737-8,LH,72605363-1,4521,72605363-1,5298,3826872,352548928
190637890,25-00,B737-8,AFTGALLY,72184025,4245,72184025,4158,3848476,WAV419
191000818,33-42,B737-8,RH,45-0351-4,6455,45-0351-4,4805,4174214,PAV14385
55277164,38-00,B737-8,CABIN,15800-029-3,5474,15800-029-3,5457,3696756,65890
55530878,33-21,B737-8,23 DEF,9651-35-0003,15070,9651-35-0003,15108,3736460,ARC134336
55698603,25-00,B737-8,G1,72184025,N10090453044707,72184025,N11060381044785,4044780,WAV1095
191334099,38-11,B737-8,LAV A,SC4L500301-5,174849925-010,SC4L500301-5,175486089-008,4187051,E-6233138
190594545,33-00,B737-8,AFT CAB,9501-13-0001,5204,9501-13-0001,5195,4197490,176190
190594545,33-00,B737-8,27DEF,9651-35-0005,49701,9651-35-0005,33829,4197399,ARC176023
190594545,33-00,B737-8,21ABC,,,9651-35-0002,17133,4197405,ARC175950
191350917,33-00,B737-8,31 DEF,9651-35-0005,20892,9651-35-0005,48341,3995272,20123851
191400052,33-00,B737-8,8 DEF,9651-35-0002,25444,9651-35-0002,54357,4117269,ARC170038
190912096,23-00,B737-8,FL DK,5145-1-82,16188,5145-1-82,13741,4011330,PAV12312
42050269,33-20,B737-8,29ABC,9651-35-0005,31748,9651-35-0005,24158,3763407,136779
190595055,26-23,B737-8,AFT,473597-5,SJB1059,473597-5,SJA3137,3806906,R549386-61788
190154740,23-00,B737-8,CABIN,285W0024-1B,F28251,285W0024-1M,F50564,3844853,ARC144859
105398207,36-11,B737-8,#2,107484-7,19188,107484-7,18627,3961768,4361683
190705804,33-00,B737-8,18ABC,9651-35-0002,35253,9651-35-0002,67166,3947519,20111059
191318291,25-31,B737-8,AFTGALLY,62197-301-001,21-08-0085,62197-301-001,17-07-0388,4134162,SAV903
191484602,33-00,B737-8,18DEF,9651-35-0002,35789,9651-35-0002,25186,4173826,ARC174317
190579405,26-00,B737-8,AFT,473597-5,SJA4914,473597-5,SJA7051,4031912,13201081
55065267,25-00,B737-8,AFTGALLY,72184025,N10020396044646,72184025,N10100893044735,3954751,PAV11470
55463848,25-32,M73-82,GALLEY G4,62197-301-001,21-11-0704,62197-301-001,25-04-0275,3874975,S25/1761H-1
190053585,23-42,B737-8,FWD,285W0024-1B,F51431,285W0024-1B,D12573,4122164,170428
190884132,25-35,B737-8,GALLEY G1,62197-301-001,14-12-7218,62197-301-001,23-07-0183,4078211,KAV0326025
55452262,25-00,M73-82,GALLEY G4,8201-11-0000-01,21-08-0162,8201-11-0000,05-08-21350,3589589,1082988
190323904,33-21,M73-82,LH,9651-35-0003,9834,9651-35-0003,15070,4016596,20138246
190774793,23-00,B737-8,FL DK,5145-1-82,19574,5145-1-82,13684,3841506,PAV10244
55448956,33-20,M73-82,CABIN,9651-35-0005,70634,9651-35-0005,32155,4026631,ARC162572
190453675,25-00,M73-82,GALLEY 4,62197-301-001,22-02-0449,62197-301-001,17-01-0327,4005244,1781
55058494,33-42,B737-8,RH,45-0351-4,6549,45-0351-4,3700,4110827,PAV13644
190471996,25-00,M73-82,GALLEY G4,62197-301-001,18-07-0589,62197-301-001,16-01-0190,4118957,KAV0426012
190625367,33-21,B737-8,3 RH,9651-35-0001,7088,9651-35-0001,12045,3923660,20105877-1.000
55462746,33-21,M73-82,#23 RH,9651-35-0002,24257,9651-35-0002,25335,3792403,ARC139745
55527025,33-00,B737-8,15 DEF,9651-35-0005,36959,9651-35-0005,50920,3925182,116380
55527025,33-00,B737-8,30 DEF,9651-35-0005,23254,9651-35-0005,52139,3935281,20106753
53865538,33-42,B737-8,RH,45-0351-4,3740,45-0351-4,5814,4008268,PAV12253
190706121,25-31,B737-8,#4,72184025,4223,72184025,4155,3886979,1356334
190143976,25-00,B737-8,AFTGALLY,72184025,N10100885044727,72184025,3003,3773156,1255122
102474872,36-00,B737-8,#1,107484-7,14272,107484-7,12416,3810099,352222228
190196405,33-00,B737-8,27ABC,9651-35-0005,38207,9651-35-0005,51853,4228901,179283
191336278,33-21,B737-8,32 R/H,9651-35-0005,58012,9651-35-0005,24573,4173842,ARC174196
190480460,25-32,M73-82,FWD GALLEY,8201-11-0000-01,15-12-37026,8201-11-0000,08-08-25850,3689000,1180034
55300976,33-21,M73-82,CABIN,9651-35-0002,64948,9651-35-0002,69463,3897768,04640199
190481919,25-00,M73-82,GALLEY 4,62197-301-001,23-05-0406,62197-301-001,22-10-0359,3969472,PAV11680
190040744,38-00,B737-8,FWD,14330-230,30556,14330-230,35251,3646575,0001049979
190772645,34-00,B737-8,CAPT,0851HT1,404567,0851HT1,442784,3391296,405628631
190561416,25-31,B737-8,AFTGALLY,8201-11-0000-01,10-07-29054,8201-11-0000,04-11-20584,3951646,PAV11432
190105410,25-00,B737-8,AFT,72184025,N10120142044741,72184025,4229,4084512,WAV1220
190259542,23-42,B737-8,AFTGALLY,285W0024-1B,F51063,285W0024-1M,F56676,4053475,ARC165566
190497663,33-21,M73-82,12DEF,9651-35-0005,53187,9651-35-0005,32480,4011323,ARC161424
103288780,36-00,B737-8,#2,107484-7,9893,107484-7,13569,3855418,352899095
55539950,33-00,B737-8,21DEF,9651-35-0002,18516,9651-35-0002,76564,4117384,ARC170194
190709366,25-00,B737-8,AFTGALLY,62197-301-001,17-12-0472,62197-301-001,22-05-0077,4007981,WAV995
190306536,33-21,M73-82,ROW 8 R,9651-35-0002,65612,9651-35-0002,72186,3889360,2010322
104344865,36-00,B737-8,#2,107484-7,17765,107484-7,16146,3929814,353974072
190768254,25-35,32S,FWD,8201-11-0000-01,11-02-29740,8201-11-0000-01,16-08-37955,4080686,PAV13268
190788113,23-51,B737-8,FL DK,5145-1-82,15133,5145-1-82,19280,3871408,PAV10578
191512447,33-00,B737-8,LH,72605363-1,2948,72605363-1,4883,4153808,356217483
190505057,25-00,B737-8,FWDGALLY,8201-11-0000-01,09-02-26590,8201-11-0000,07-09-24226,3768687,PAV9080
190488641,33-21,M73-82,#10,9651-35-0003,15536,9651-35-0003,18687,4179281,20238329-01
190391558,25-35,M73-82,AFT,8201-11-0000-01,25-06-0077,8201-11-0000-01,09-02-26586,4026355,KAV1225042
190508718,33-00,B737-8,RH,45-0351-4,5667,45-0351-4,2247,4108619,PAV13607
55692068,33-20,B737-8,4DEF,9651-35-0002,18517,9651-35-0002,24545,3941405,8441
55286032,33-00,M73-82,31 DEF,9651-35-0005,66837,9651-35-0005,17954,3911133,ARC150841
190187008,23-00,B737-8,FL DK,5145-1-82,18370,5145-1-88,25753,3909687,PAV10920
190052537,38-00,B737-8,CABIN,14330-230,20672,14330-230,ZSK341,4153667,0000074083
55603911,25-00,B737-8,FWD,8201-11-0000-01,19-05-0632,8201-11-0000-01,09-05-26935,3688023,1181427
