OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy,match_key,match_field,wo_part_number,sdr_year
CALA2024070301958,2024-07-03,2024-07-03T14:29:09.097-05:00,CALA,CALA,A,GL,33,A,3600,S,,,A,,,,CR,O,77258,BOEING,737824,30802,72259,26870,,,,,,,,,,,,SENSE LINE,332A235014,,CRACKED,PRSOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AT CRUISE RT DUCT PRESS URE WENT TO 11 PSI 41LT  STAYED LOW DURI NG DESENT IDLED BOTH ENGINES. #2 ENGINE PRODUCED BELOW 0 PSI SENSE LINE CRACKED.,332A235014,PartNumber,332A2350-14,2024
CALA2024070300109,2024-07-02,2024-07-03T14:27:04.793-05:00,CALA,CALA,A,GL,33,A,3600,S,,,A,,,,CR,O,77258,BOEING,737824,30802,72261,26871,,,,,,,,,,,,SENSE LINE,332A235014,,CRACKED,NR 2 ENGINE,72258,26870,72258,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AT CRUISE RT DUCT PRESS URE WENT TO 11 PSI 41LT  STAYED LOW DURI NG DESENT IDLED BOTH ENGINES. #2 ENGINE PRODUCED BELOW 0 PSI SENSE LINE CRACKED. FLAGGING FOR SDR SDR INPUT REPLACED TUBE ASSY REF IPC 36-11-51-02A ITEM 105 OPS AND LEAK CHECKS GOOD WORK PREFORMED BY U118541 NATHAN TRUJILLO,332A235014,PartNumber,332A2350-14,2024
CALA2024070500139,2024-07-02,2024-07-05T12:58:12.877-05:00,CALA,CALA,A,GL,33,A,3600,O,,,A,,,,CR,O,37551,BOEING,7379,67181,4908,1638,,,,,,,,,,,,RELAY,BACR13CG2AB,,FAULTED,R563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NUMBER 2 ENG BLEED DOES NOT OPEN OIL SERVICE ACCOMPLISHED AT MCO FOR FLT 2120 ON 02 JUL 08:46:06 ENGINE 1: 00 ENGINE 2: 00  ENGINE 3: 00 ENGINE 4: 00 APU: 00 CHECKED REF FIM 36-21 . DOWN POWERED A/C , RAN BOTH ENGINES BLEEDS ARE N ORMAL AND PACKS RUN NORMAL WITH ENGINE. R563 #2 ENGINE RUN/STOP RELAY REQUESTED TO BE REPLACED DUE TO FAULTD HITS AND DIVERSION. REMOVED AND REPLACED RELAY R563 REF SWPM 20-81-22. PERFORMED PSEU OPERATIONAL CHECK REF AMM 32-09-10-740-801. NO FAULTS NOTED AT THIS TIME. RAN #2 ENG AND CONFIRMED ENG BLEED OPERATIONAL. PERFORMED CABIN PRESSURE LEAK TEST ON N/W/W PANEL REF AMM 05-51-91-790-801. NO LEAKS NOTED AT THIS TIME.",BACR13CG2AB,PartNumber,BACR13CG2AB,2024
CALA2024070800162,2024-07-06,2024-07-08T13:09:54.763-05:00,CALA,CALA,A,GL,33,A,2120,J,,,A,,,,CL,O,38268,BOEING,737824,31587,72185,25226,,,,,,,,,,,HNYWL,SENSOR,1296663,3970,FAULTY,NR 2 PRECOOLER,88911,37455,7,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PASSING THRU 10000FT RT PACK LIGHT WITH CAUTION ILLUMINATED. RAN QRH PACK LIGHT REMAINS ON. CREW STATES RT PACK LIGHT CAME ON GOING THROUGH 10,000FT. CABIN WAS REALLY HOT SPECIALLY TOWARDS AFT OF ACFT. COCKPIT TEMP COMFORTABLE, AIR WAS WORKING AS NORMAL. THERE IS HISTORY PRESENT. PERFORMED HEALTH CHECK ON #2 ENGINE PRECOOLER CONTROL VALVE IAW AMM 36-12-00-700-801 PRECOOLER CONTROL VALVE SYS HEALTH CHECK. PRECOOLER CONTROL VALVE FAILING STEP 2.G (6) (C) & NOT WITHIN 30 DEGREES OF FULL OPEN WHEN 3 PSI CONTROL PRESSURE IS SUPPLIED TO VALVE IAW AMM 36-12-00-700-801 PRECOOLER CONTROL VALVE SYS HEALTH CHECK. REMOVED #2 ENGINE PRECOOLER CONTROL VALVE IAW AMM 36-12-02-000-801 PRECOOLER CONTROL VALVE REMOVAL. REPLACED #2 ENGINE PRECOOLER CONTROL VALVE THROUGH STEP 3.G AMM TASK 36-12-02-400-801 PRECOOLER CONTROL VALVE INSTALLATION. LEAK CHECKED SENSORS IAW AMM 36-00-00-860-805, NO LEAK NOTED,  BITE TEST PACK/ZONE TEMP CONTROLLER IAW AMM 21-61-00-700-806-002.",1296663,PartNumber,129666-3,2024
AALA202407125097,2024-07-09,2024-07-12T18:06:34.557-05:00,AALA,AALA,A,SW,21,A,2530,B,,,O,,,,CR,O,102NN,AIRBUS,A321231,5860,36541,7355,,,,,,,,,,,,OVEN,820111000001,,ODOR,NR 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: OVEN 4 HAS ELECTRIC SMELL WHEN IN USE. REPLACED OVEN #4 PER CMM 25-30-012.,820111000001,PartNumber,8201-11-0000-01,2024
AALA202407292686,2024-07-25,2024-07-29T13:53:00.210-05:00,AALA,AALA,A,SW,21,A,2530,B,,,O,,,,NR,O,820AW,AIRBUS,A319132,1397,71491,33327,,,,,,,,,,,,OVEN,8201110000,,ODOR,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: OVEN IN FIRST CLASS GALLEY HAS FOUL ODOR WHEN USED AS FOOD WAS LEFT IN IT WHILE AIRCRAFT WAS DOWN FOR MAINTENANCE AND HAD SPOILED. **SUPPLEMENTAL REPORT WILL BE SUBMITTED** (OPEN),8201110000,PartNumber,8201-11-0000,2024
AALA202407306695,2024-07-27,2024-07-30T14:58:20.740-05:00,AALA,AALA,A,SW,21,A,3610,J,,,A,,,,CL,O,811NN,BOEING,737823,31079,43753,18356,CFMINT,CFM567B243,960628,34859,14981,,,,,,HNYWL,BLEED VALVE,32144464,10155,LOW PRESSURE,NR 1 ENGINE,4260,2043,4260,O,CFMINT,,ENGINE,,,NR 1,,,34859,O,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: IMMEDIATELY AFTER TAKEOFF, NOTICED LEFT PNEUMATIC DUCT PRESSUREWAS LOW INDICATING APPROXIMATELY 5PSI. NO ASSOCIATED PNEUMATIC ANNUNCIATIONS OCCURRED. AIRCRAFT CABIN PRESSURIZED NORMALLY; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT DFW.  REMOVE AND REPLACED NUMBER 1 ENGINE BLEED AIR REGULATOR (AALA202407300088), PER AMM36-11-03. ALSO REMOVED AND REPLACED HIGH PRESSURE VALVE (AALA202407306695), PER AMM 36-11-06. OPERTIONAL AND LEAK CHECKS GOOD.",32144464,PartNumber,3214446-4,2024
AALA202407300088,2024-07-27,2024-07-30T14:58:20.897-05:00,AALA,AALA,A,SW,21,A,3610,J,,,A,,,,CL,O,811NN,BOEING,737823,31079,43753,18356,CFMINT,CFM567B243,,,,,,,,,HNYWL,REGULATOR VALVE,1074926,6453,LOW PRESSURE,NR 1 ENGINE,9310,4187,9310,O,CFMINT,,ENGINE,,,NR 1,,,14981,O,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: IMMEDIATELY AFTER TAKEOFF, NOTICED LEFT PNEUMATIC DUCT PRESSUREWAS LOW INDICATING APPROXIMATELY 5PSI. NO ASSOCIATED PNEUMATIC ANNUNCIATIONS OCCURRED. AIRCRAFT CABIN PRESSURIZED NORMALLY; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT DFW.  REMOVE AND REPLACED NUMBER 1 ENGINE BLEED AIR REGULATOR (AALA202407300088), PER AMM36-11-03. ALSO REMOVED AND REPLACED HIGH PRESSURE VALVE (AALA202407306695), PER AMM 36-11-06. OPERTIONAL AND LEAK CHECKS GOOD.",1074926,PartNumber,107492-6,2024
AALA202408142686,2024-07-25,2024-08-14T14:41:39.957-05:00,AALA,AALA,A,SW,21,A,2530,B,,,O,,,,NR,9,820AW,AIRBUS,A319132,1397,71491,33327,,,,,,,,,,,,OVEN,8201110000,,ODOR,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: OVEN IN FIRST CLASS GALLEY HAS FOUL ODOR WHEN USED AS FOOD WAS LEFT IN IT WHILE AIRCRAFT WAS DOWN FOR MAINTENANCE AND HAD SPOILED. **SUPPLEMENTAL REPORT FOR AALA202407292686: MAINTENANCE CLEANED OVEN IN FIRST CLASS  AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 25-33-00 ** (CLEANED),8201110000,PartNumber,8201-11-0000,2024
F3LA2024081600115,2024-08-15,2024-08-16T11:00:29.303-05:00,F3LA,F3LA,A,SO,65,A,7500,J,,,E,,,,CL,O,378FR,AIRBUS,A320251N,10386,11514,5335,CFMINT,LEAP1A26,59A261,11514,5335,,,,,,GE,SEAL,2532M16P01,,LEAKING,BLEED DUCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DISCREPANCY: REFERENCE LP 448414 AFTER TAKEOFF, WE GOT A FIRE INDICATION ON THE #2 ENGINE. AC  WAS GROUNDED AS A RESULT OF THIS EVENT. ALL INDICATIONS WERE NORMAL, WE FOLLOWED ECAM AND SHUT DOWN #2 ENGINE. THE FLIGHT CREW DID NOT ACTIVATE THE EXTINGUISHING BOTTLES. AIRCRAFT RETURNED TO THE AIRPORT. CORRECTIVE ACTION: PERFORMED ENGINE #2 INSPECTION AND FOUND NO EVIDENCE OF FIRE. NO FUEL LEAKS FROM FUEL NOZZLES OR FUEL LINE ""B"" NUTS. FOUND BLEED LEAK AT THE TBV DUCT TO COMBUSTION CASE SEAL. REMOVED AND REPLACED TBV DUCT SEAL./END/",2532M16P01,PartNumber,2532M16P01,2024
AALA202408268278,2024-08-22,2024-08-26T16:05:50.490-05:00,AALA,AALA,A,SW,21,A,2530,B,,,O,,,,NR,O,995AN,AIRBUS,A321231,7301,23465,9263,,,,,,,,,,,,OVEN,820111000001,,ODOR,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FLIGHT CREW REPORTED A STRONG PLASTIC ODOR EMINATING FROM OVEN #2.   (OPEN),820111000001,PartNumber,8201-11-0000-01,2024
AALA202408298278,2024-08-22,2024-08-29T10:59:03.627-05:00,AALA,AALA,A,SW,21,A,2530,W,B,,O,,,,NR,O,995AN,AIRBUS,A321231,7301,23465,9263,,,,,,,,,,,,OVEN,820111000001,,DIRTY,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FLIGHT CREW REPORTED A STRONG PLASTIC ODOR EMINATING FROM OVEN #2. **SUPPLEMENTAL REPORT FOR AALA202408268278: MAINTENANCE CLEANED OVEN AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK WITH NO ODORS NOTED.** (CLOSED),820111000001,PartNumber,8201-11-0000-01,2024
CALA2024090500574,2024-09-03,2024-09-05T09:45:18.687-05:00,CALA,CALA,A,GL,33,A,3610,J,,,A,,,,CL,O,33294,BOEING,737824,34000,57386,20870,,,,,,,,,,,HNYWL,CONTROLLER,632921461,9813,FAULTY,NR 2 ENGINE,4050,1576,3833,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUCT PRESSURE INDICATION L AND R POINTERS NOT THE SAME (SPLIT), WITH EITHER POINTER BELOW 18 PSIG DURING TAKEOFF, CLIMB AND CRUI SE; THE ENGINE IS THE BLEED SOURCE REMOVED AND REPLACED THE #2 ENG BLEED AIR REGULATOR (BAR) COMPLIED WITH. IAW AMM 36-11-03. STILL REQUIRES (SUPPLY PRESSURE UPSTREAM OF THE PRSOV TASK 36-00-00-860-805).PARTS USED: 29-3611-9-0005,QTY :1 PARTS CHANGE WAS INDICATED - TT # 1525119  SN OFF 8778 REGULATOR, BLEE  OFF 29-3611-9-0005 8778 ON 29-3611-9-0005 2409 REMOVED AND REPLACED #2 ENG FIFTH STAGE CHECK VALVE COMPLIED WITH. WORN AND CORRODED AT HINGE. IAW AMM 36-11-02. STILL REQUIRES (SUPPLY PRESSURE UPSTREAM OF THE PRSOV TASK 36-00-00-860-805).PARTS USED:  29-3611-9-9002,QTY :1 ROTABLE PARTS CHANGE WAS INDICATED - TT # 1748673  SN OFF 3157 VALVE, CHECK, F OFF 29-3611-9-9002 3157 ON 29-3611-9-9002 5425 REMOVED AND REPLACED #2 ENG PRECOOLER CONTROL VALVE COMPLIED WITH. IAW AMM 36-12-02. STILL REQUIRES (SUPPLY PRESSURE UPSTREAM OF THE PRSOV TASK 36-00-00-860-805).PARTS USED: 99-3611-3-0013,QTY :1  29-3612-9-0008,QTY :1 ROTABLE PARTS CHANGE WAS INDICATED - TT # 1512717  SN OFF 9813   VALVE, PRECOOLE  OFF 29-3612-9-0008 9813 ON 29-3612-9-0008 0659 PERFORMED OPS/LEAK CHECK ON BLEED AIR REGULATOR, PRECOOLER CONTROL VALVE, 5TH STAGE CHECK VALVE , REF AMM 36-00-00-860-805. OPS LEAK CK GOOD. PERFORMED HIGH POWER RUN, ALL ENGINE PARAMETERS NORMAL REF AMM 71-00-00. OK FOR SVC.",632921461,PartNumber,63292146-1,2024
AALA202409201426,2024-09-16,2024-09-20T15:20:47.553-05:00,AALA,AALA,A,SW,21,A,2530,B,,,O,,,,NR,9,9018E,AIRBUS,A319115,6150,28454,13368,,,,,,,,,,,,OVEN,820111000001,,ODOR,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FLIGHT CREW REPORTED A STRONG BURNING ODOR EMANATING FROM FIRST CLASS GALLEY OVEN #2.  REPLACED OVEN PER AMM 25-35-19.,820111000001,PartNumber,8201-11-0000-01,2024
CALA2024092300671,2024-09-21,2024-09-23T11:17:47.573-05:00,CALA,CALA,A,GL,33,A,3830,J,,,A,,,,CL,O,45440,BOEING,737924ER,33535,48258,17047,,,,,,,,,,,,TOILET,158000293,12733,INOPERATIVE,ZONE 900,30077,11580,3266,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AFT LAV WILL NOT STOP FLUSHING R/R LVD IAW AMM 38-32-01 OPCHECK GOOD. PARTS USED: 29-3832-9-0015,QTY :1  53-3832-9-0004,QTY :1 ROTABLE PARTS CHANGE WAS INDICATED - TT # 1324932  SN OFF 2733 TOILET, VACUUM,  OFF 53-3832-9-0004 2733 ON 29-3832-9-0015 1213",158000293,PartNumber,15800-029-3,2024
CALA2024100700780,2024-10-03,2024-10-07T11:00:52.100-05:00,CALA,CALA,A,GL,33,A,7200,O,,,C,,,,TO,O,68452,BOEING,737924ER,40005FAL,39246,14212,CFMINT,CFM567B26E,,,,,,,,,FOKKER,VALVE,32144464,12451,FAULTY,NR 1 ENGINE,40940,14354,8700,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L BLEED TRIP OFF LGT CAME ON AT 80KTS. TAKEOFF ABORTED. FOLLOWED FIM 36-10 TASK 809. UNABLE TO PERFORM TS OF PRECOOLER CHK AT LINE. REQUESTING MEL MEL 3603A CANNOT DEFER DUE TO ICING RESTRICTION REF AMM 36-11-00-700-801 ACCOMPLISHED HEALTH CHECK ON HIGH STAGE VALVE STEP I 1-5C. HIGH STAGE VALVE DID NOT OPEN WHEN SUPLYING 75 PSI AND DID NOT CLOSE FULLY. SUSPECTED HSV INOP. HSV NIS IN SFO ADD EMP:U367910 REMOVED AND REPLACED WITH A NEW HIGH STAGE VALVE AND SEAL. REF AMM 36-11-06-400-801PARTS USED:  99-3611-3-0013,QTY :1 29-3611-9-0002,QTY :1  1335101,QTY :1.  ROTABLE PARTS CHANGE WAS INDICATED - TT # 1335101  SN OFF 2451  VALVE, HIGH STA  OFF 29-3611-9-0002 2451 ON 29-3611-9-0002 3884 PERFORMED LEAK CK.. GOOD.. NO LEAKING FOUND AT THIS TIME.. REF AMM 36-11-00-400-801 STEP G2B. PERFORMED RUN UP OPS TEST. OPS CK BLEED AIR CROSSOVER TEST GOOD. REF AMM 36-11-00-710-801. NO LIGHT CAME ON AT TAKE OFF POWER..",32144464,PartNumber,3214446-4,2024
CALA2024101700848,2024-10-13,2024-10-17T10:55:41.290-05:00,CALA,CALA,A,GL,33,A,3600,J,,,A,,,,CL,O,66837,BOEING,737924ER,60122,32409,11750,CFMINT,CFM567B262,,,,,,,,,HNYWL,SHUTOFF VALVE,32145526,3606,FAULTED,NR 1 ENGINE,71558,32895,393,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ENGINE 1 OVERHEAT LIGHT ON CLIMBOUT. SWITCH WAS IN A POSITION W B LOOP ON MEL. REPLCD. ENG AND APU FIRE CONT. PANEL REF AMM26-00-01-400-801, AND ACP APU FIRE DET OPS TEST REF AMM26-15-00-710-801, ENG FIRE DET. OPS TEST REF AMM26-11-00-710-801, FIRE AND OVHT DET SYS OPS TEST REF AMM26-10-00-710-801, APU FIRE SWITCH SHUTDOWN TEST REF AMM26-22-00-720-801, AND WHEEL WELL, WING AND AFT BODY OVHT DET SYS. OPS TEST REF AMM 26-18-00-710-801. ALL TESTS PASSED. ROTABLE PARTS CHANGE WAS INDICATED - TT # 1821849  SN OFF 8516 MODULE, FIRE DE OFF 29-3111-9-0013 8516 ON 29-3111-9-0013 8681 REPLACED ENG AND APU FIRE DET. MODULE REF AMM26-10-01-400-801, AND ACP ENG FIRE DET. OPS TEST REF AMM26-11-00-710-801 AND APU FIRE DET. OPS TEST REF AMM 26-15-00-710-801. ALL TESTS PASSED. ROTABLE PARTS CHANGE WAS INDICATED - TT # 1405668  SN OFF 2970    PANEL, CONTROL,  OFF 29-2615-9-0001 2970 ON 29-2615-9-0001 7760 REPLACED #1 ENG PRSOV AND TESTED SUCCESSFULLY REF AMM 36-11-04-400-801.PARTS USED:  29-3612-9-0004,QTY :1 ROTABLE PARTS CHANGE WAS INDICATED - TT # 1312913  SN OFF 3606  VALVE, SHUTOFF,  OFF 29-3612-9-0004 3606 ON 29-3612-9-0004 5552",32145526,PartNumber,3214552-6,2024
AALA202410178351,2024-10-16,2024-10-17T11:33:41.930-05:00,AALA,AALA,A,SW,21,A,2530,B,A,,A,,,,CR,O,113AN,AIRBUS,A321231,6020,38216,7695,,,,,,,,,,,,OVEN,820111000001,,SMOKE,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DELARED AND THE AIRCRAFT DIVERTED TO LAS DUE TO THE FLIGHT CREW REPORTING THAT IN FLIGHT THE MID GALLEY OVEN #3 HAD SMOKE AND FLAMES. THE AIRCRAFT LANDED SAFELY AT LAS WHERE IT TAXIED TO THE GATE UNDER ITS OWN POWER. MAINTENANCE FOUND COOKIES BURNT IN THE OVEN AND NOTED NO EXTERNAL DAMAGE. MAINTENANCE ALSO NOTED THE OVEN WAS DIRTY AND HAS A BAD ODOR. **SUPPLEMENTAL REPORT WILL BE SUBMITTED** (OPEN),820111000001,PartNumber,8201-11-0000-01,2024
AALA202410198351,2024-10-16,2024-10-19T10:48:40.967-05:00,AALA,AALA,A,SW,21,A,2530,B,A,,A,,,,CR,O,113AN,AIRBUS,A321231,6020,38216,7695,,,,,,,,,,,,OVEN,820111000001,,SMOKE,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DELARED AND THE AIRCRAFT DIVERTED TO LAS DUE TO THE FLIGHT CREW REPORTING THAT IN FLIGHT THE MID GALLEY OVEN #3 HAD SMOKE AND FLAMES. THE AIRCRAFT LANDED SAFELY AT LAS WHERE IT TAXIED TO THE GATE UNDER ITS OWN POWER. MAINTENANCE FOUND COOKIES BURNT IN THE OVEN AND NOTED NO EXTERNAL DAMAGE. MAINTENANCE ALSO NOTED THE OVEN WAS DIRTY AND HAS A BAD ODOR. **SUPPLEMENTAL REPORT FOR AALA202410178351: MAINTENANCE REPLACED OVEN AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 25-35-19.** (CLOSED),820111000001,PartNumber,8201-11-0000-01,2024
ASAA2024110653710,2024-11-06,2024-11-12T20:39:30.117-05:00,ASAA,ASAA,A,NM,02,A,2611,N,,,F,A,,,CR,O,472AS,BOEING,737990ER,60580,36050,11008,,,,,,,,,,,,SMOKE DETECTOR,4735975,,FAULTED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AT FL 340 AFT CARGO FIRE LIGHT ILLUMINATED. FOLLOWED QRC PROCEDURE WHICH LED TO QRH PROCEDURE E2.1AND DISCHARGED FIRE BOTTLE. FCR INSPECTED AFT CARGO THERE WAS NO SIGN OF FIRE. HALON BOTTLE DID DISCHARGE. GROUNDED - YES. DIVERSION - REMOVED AND REPLACED #1 CARGO FIRE BOTTLE ON WO 2025605 REF T/C 78226001. REMOVED AND REPLACED AFT CARGO FILTER/DRIER IAW AMM 26-23-04. OPS AND LEAK CK GOOD. REMOVED AND REPLACED CARGO FIRE CONTROL PANEL REF AMM 26-00-02-400-801. OPS CK GOOD. 6 AFT CARGO BAY SMOKE DETECTORS REMOVED AND REPLACED. REF AMM 26-16-01. OPS CK GOOD.,4735975,PartNumber,473597-5,2024
CALA2024111401144,2024-11-12,2024-11-14T10:02:44.150-05:00,CALA,CALA,A,GL,33,A,3040,J,,,A,,,,CR,O,17335,BOEING,7378,67595,856,319,,,,,,,,,,,,MODULE,233A3201313,F09705,FAULTED,ZONE 200,851,318,851,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WINDOW HEAT OVERHEAT LIGHT COMES ON PERFORMED BITE ON WHCU #2. P5-9 FAULT LIGHT ILLUMINTED FOR R#1 WINDOW.   SWAPPED WHCU #1 AND #2. FAULT DID NOT FOLLOW. SUSPECT MODULE, WINDOW/PITOT HEAT P005-9. PLACED #2 WHCU,  #1 WINDOW SENSOR TO OVER RIDE MODE. NO HELP. PLACING RIGHT FWD WINDOW HEAT ON MEL  PLACED ON MEL. DDP C/W REPLACED WINDOW/PITOT HEAT MODULE (P5-9) PER AMM: 30-00-02/401. OPERATIONAL TEST SATISFACTORY, MEL CLEARED, PLACARD REMOVE.",233A3201313,PartNumber,233A3201-313,2024
AALA202411187882,2024-11-14,2024-11-18T15:57:15.667-05:00,AALA,AALA,A,SW,21,A,7200,G,,,C,,,,TO,O,926AN,BOEING,737823,29527,63838,26343,CFMINT,CFM567B20,802130,39267,16672,,,,,,CFMINT,ENGINE,CFM567B,802130,MALFUNCTIONED,LEFT,39267,16672,39267,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: AS WE WERE TAKING THE RUNWAY 2L FOR DEPARTURE I BROUGHT THE THRUST LEVERS UP TO 40% AND AS THEY WERE APPROACHING 40% THE LEFT THRUST LEVER TOOK OFF TOWARD THE STOP. I HAD NOT TOUCHED THE TOGA BUTTONS YET. THE AIRCRAFT TOOK OFF TO THE RIGHT AS THE RIGHT THRUST WAS STILL AT 40%. I WAS ABLE TO KEEP THE AIRCRAFT ON THE RUNWAY WITH THE NOSE WHEEL STEERING AS THE WHEELS WERE SKIDDING SIDEWAYS AND BRINGING THE LEFT THRUST LEVER BACK. WE ASKED TO CLEARTHE RUNWAY. AS WE WERE COMING OFF THE RUNWAY AN EAGLE AIRCRAFT WAS BEHIND US AND SAID WE HAD FLAMES COMING UP OF THE LEFT ENGINE BRIEFLY. AS WE WERE TAXING BACK TO THE GATE WE HAD TO HOLD SHORT OF A TAXIWAY FOR ANOTHER AIRCRAFT. AS WE STARTED TO TAXI AGAIN I ADDED ABOUT 35-40% N1 FOR BREAKAWAY THRUST AND NOTED ONLY THE RIGHT ENGINE WAS AT 35-40% N1 AND THE LEFT ENGINE WAS AT 20-25% N1 IDLE THRUST BUT THE THRUST TREND MARKER WAS AT 40%. WE THEN SHUT THE #1 ENGINE DOWN FOR THE TAXI IN THE REST OF THE WAY TO THE GATE.ACCOMPISHED WORK CARD  08L40072003 REMOVED AND REPLACED NUMBER 1 ENGINE ALLOPERTIONAL CHECK AND LEAK GOOD.,CFM567B,PartNumber,CFM56-7B,2024
UIEA2024121801173,2024-12-18,2024-12-19T16:45:46.153-05:00,UIEA,UIEA,A,EA,15,A,3030,J,,,A,,,,CL,O,5233A,BOEING,737800*,34029,54288,26219,,,,,,,,,,,,PITOT TUBE,0851HT1,265958,FAULTED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F/O PITOT LIGHT ON TO RETURN TO MCI TO AVOID ICING CONDITIONS PER QRH(<P>T/S PER B737 FIM 30-31 TASK 803 FOUND OPEN BETWEEN D638 PIN 41 AND GROUND R+R&NBSP; F/O PITOT PROBER IAW B737 AMM 34-31-01 ACCOMPLISHED A SATISFACTORY OPS CHECK IAW B737 AMM 30-31-00 LEAK CHECK REQUIRED SEALANT APPLICATION REQ'D</P>),0851HT1,PartNumber,0851HT1,2024
CALA2024122301616,2024-12-19,2024-12-23T11:53:49.097-05:00,CALA,CALA,A,GL,33,A,3350,O,,,K,,,,IN,V,47569,BOEING,7379,67189,5112,1720,,,,,,,,,,,,LIGHT,9701140000,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EMER EXIT LIGHT INOP AT 21F ITEM IS ACTUALLY THE OVERWING EXIT SIDEWALL LIGHT. PLACARDED LIGHT INOP PER MEL TOMC APPROVED IAW MEL 3321A OK TO CONTINUE WITH MEL REMOVED AND REPLACED SIDEWALL LIGHT AT OVERWING EXIT SEAT 21 F. REF AMM 33-21-00-960-802.PARTS USED:60-3321-3-0008, QTY :1 ADD EMP:U093896",9701140000,PartNumber,9701-14-0000,2024
